Region,Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
Yorkshire and the Humber,1,1,30-34,50-54,0.14641077724674395,0.05005197238479034,0.25619302205373146
East Midlands,1,1,30-34,55-59,0.10497937035984016,0,0.27282453686768426
East of England,1,1,30-34,55-59,0.0601344845351116,0,0.1862754835377612
Greater London,1,1,30-34,55-59,0.12052691665558768,0.0178571428849772,0.27339994506032517
North East,1,1,30-34,55-59,0.18756533830081007,0.0357142858444667,0.3793495239608282
North West,1,1,30-34,55-59,0.2350835368470846,0.12198171306536085,0.3806936046748137
South East,1,1,30-34,55-59,0.07341130008184142,0,0.25845228458056163
South West,1,1,30-34,55-59,0.10356524330300802,0,0.3081635960324679
West Midlands,1,1,30-34,55-59,0.158928174160206,0.058215509831761554,0.27905595686012047
Yorkshire and the Humber,1,1,30-34,55-59,0.10443161380648568,0.01724137939214165,0.22224194076260942
East Midlands,1,1,30-34,60-64,0.07029030720931713,0,0.1690080664250113
East of England,1,1,30-34,60-64,0.14655261993100438,0,0.3394033327034131
Greater London,1,1,30-34,60-64,0.06242998130039782,0,0.19745939138900892
North East,1,1,30-34,60-64,0.10610155307399013,0,0.2428890148180059
North West,1,1,30-34,60-64,0.13474800781256965,0.042544131622583074,0.23932412509804019
South East,1,1,30-34,60-64,0.13187599786292273,0,0.4319278730397635
South West,1,1,30-34,60-64,0.06395952224938624,0,0.2236622644106903
West Midlands,1,1,30-34,60-64,0.15726540058415067,0.04694423404400338,0.31239366340203945
Yorkshire and the Humber,1,1,30-34,60-64,0.10546688709500994,0.020117933067932345,0.21824571681520763
East Midlands,1,1,30-34,65-69,0.05181967599995417,0,0.1586567777584715
East of England,1,1,30-34,65-69,0.01422581956835815,0,0.0909090911127855
Greater London,1,1,30-34,65-69,0.023283466099095262,0,0.08928738945864742
North East,1,1,30-34,65-69,0.03943971869341462,0,0.147059092941218
North West,1,1,30-34,65-69,0.11005476104346723,0.0263157895178397,0.23887364510703965
South East,1,1,30-34,65-69,0.05064179744036803,0,0.20539741793428776
South West,1,1,30-34,65-69,0.08133944039858115,0,0.3000003117259939
West Midlands,1,1,30-34,65-69,0.021537505754767983,0,0.0921466563444262
Yorkshire and the Humber,1,1,30-34,65-69,0.037498669515158053,0,0.10572388948940903
East Midlands,1,1,30-34,70-74,0.05200265143605988,0,0.16073025242381775
East of England,1,1,30-34,70-74,0.023344472630775923,0,0.1091620130636551
Greater London,1,1,30-34,70-74,0.040216692405545436,0,0.14825126996020388
North East,1,1,30-34,70-74,0.05227551651784776,0,0.16516328600663382
North West,1,1,30-34,70-74,0.08069058399413809,0,0.22500545588118934
South East,1,1,30-34,70-74,0.03388389805370741,0,0.15414578982427868
South West,1,1,30-34,70-74,0.08694739827036765,0,0.4963698885652342
West Midlands,1,1,30-34,70-74,0.042884133875160754,0,0.11647336607991642
Yorkshire and the Humber,1,1,30-34,70-74,0.03251915846649147,0,0.11023330801734042
East Midlands,1,1,30-34,75+,0.09610435996384561,0,0.3055558648507913
East of England,1,1,30-34,75+,0.011946835886021039,0,0.0909090911127855
Greater London,1,1,30-34,75+,0.016295336551869103,0,0.08333455432958438
North East,1,1,30-34,75+,0.08652002657137225,0,0.37591957041281626
North West,1,1,30-34,75+,0.20820036152006696,0.047617124014780854,0.449275854268634
South East,1,1,30-34,75+,0.09411992434589772,0,0.3395693820877595
South West,1,1,30-34,75+,0.09392115946307887,0,0.6002779608420394
West Midlands,1,1,30-34,75+,0.03313147411627309,0,0.12079911477629685
Yorkshire and the Humber,1,1,30-34,75+,0.09888914703742956,0,0.2545989090220946
East Midlands,1,1,35-39,0-4,0.23577125857221135,0,0.4981406299022339
East of England,1,1,35-39,0-4,0.09125375839713525,0,0.2775035873366193
Greater London,1,1,35-39,0-4,0.26096725335372234,0.08697260034218723,0.47118804393775815
North East,1,1,35-39,0-4,0.4086685061904531,0.19977765038431364,0.6377547087911609
North West,1,1,35-39,0-4,0.31168886763370307,0.09062130654699652,0.6502106419937068
South East,1,1,35-39,0-4,0.20920722837379657,0,0.4840864860053623
South West,1,1,35-39,0-4,0.3124101017177239,0,0.7244361205462712
West Midlands,1,1,35-39,0-4,0.2789750944452645,0.12369862855731699,0.4797464445442288
Yorkshire and the Humber,1,1,35-39,0-4,0.29685499150767586,0.08679261416929887,0.7413907567912472
East Midlands,1,1,35-39,5-9,0.3111452996044827,0.11813248352551285,0.551998683156484
East of England,1,1,35-39,5-9,0.31170783226960297,0.08474965161704995,0.5922872099408945
Greater London,1,1,35-39,5-9,0.33746979597829346,0.1605195736843628,0.549261848803626
North East,1,1,35-39,5-9,0.4001227854306747,0.20035457680704985,0.6538825109458123
North West,1,1,35-39,5-9,0.45927262889221343,0.28085746299179637,0.7207710222353986
South East,1,1,35-39,5-9,0.23427017328713517,0.0337670051089117,0.5397595026859289
South West,1,1,35-39,5-9,0.41725690440782365,0.11958277632282706,0.8189193577306834
West Midlands,1,1,35-39,5-9,0.39850784973440584,0.2480197135564753,0.5652363990761508
Yorkshire and the Humber,1,1,35-39,5-9,0.47141298046732166,0.21678187849227934,1.069135504168873
East Midlands,1,1,35-39,10-14,0.32201531484259244,0.0588259221155035,0.651948468112906
East of England,1,1,35-39,10-14,0.19466913508746422,0.04160006681990832,0.39255462322776835
Greater London,1,1,35-39,10-14,0.2743827210409568,0.11586644540609106,0.46237657672696086
North East,1,1,35-39,10-14,0.3249019214732027,0.1289311932631083,0.5835744637105147
North West,1,1,35-39,10-14,0.31374005481932704,0.1923723813528896,0.45500960082677233
South East,1,1,35-39,10-14,0.22907895707692932,0.057360256343984055,0.4878645634997582
South West,1,1,35-39,10-14,0.3059511427126343,0,0.7301902317165512
West Midlands,1,1,35-39,10-14,0.2337311232432573,0.13163209709921278,0.3585921756494128
Yorkshire and the Humber,1,1,35-39,10-14,0.3635891785922965,0.17902650500286565,0.6682104694039169
East Midlands,1,1,35-39,15-19,0.1849421589267879,0.028667095665837763,0.39789937501672257
East of England,1,1,35-39,15-19,0.09272541498059825,0,0.22879611916329387
Greater London,1,1,35-39,15-19,0.17650414808463694,0.058744168022897114,0.3371718202922997
North East,1,1,35-39,15-19,0.22616638965658495,0.041586538818365264,0.48597312360555045
North West,1,1,35-39,15-19,0.1890939108289378,0.09642482555265315,0.29594744490638497
South East,1,1,35-39,15-19,0.16051351896560817,0,0.3683878895434987
South West,1,1,35-39,15-19,0.18009689658331277,0,0.42879489768427126
West Midlands,1,1,35-39,15-19,0.1985124508186395,0.08903668699576169,0.3255036072845196
Yorkshire and the Humber,1,1,35-39,15-19,0.3552604222899598,0.17910538823238692,0.5657914911030417
East Midlands,1,1,35-39,20-24,0.34364647477593985,0.03795126217916768,0.8724841783166908
East of England,1,1,35-39,20-24,0.06949805692856333,0,0.21842082435935892
Greater London,1,1,35-39,20-24,0.1762182449600214,0.05338447211498561,0.3177558380700276
North East,1,1,35-39,20-24,0.25594811677026014,0.06818358056295051,0.4627113562392061
North West,1,1,35-39,20-24,0.1669571498650565,0.0742813404845486,0.27700683808135745
South East,1,1,35-39,20-24,0.17038800904844412,0,0.4179548981962152
South West,1,1,35-39,20-24,0.09418214669157957,0,0.398431051067487
West Midlands,1,1,35-39,20-24,0.2698932861037263,0.10987903137758666,0.49536281362094636
Yorkshire and the Humber,1,1,35-39,20-24,0.3854623043654262,0.09201974932361641,0.8001761999513122
East Midlands,1,1,35-39,25-29,0.32774515531303045,0.027708333340249667,0.853177432699768
East of England,1,1,35-39,25-29,0.12282648963845925,0,0.31765468245040807
Greater London,1,1,35-39,25-29,0.22571694063111003,0.09569168450159446,0.38223684848930495
North East,1,1,35-39,25-29,0.24439761758382247,0.03328125022288833,0.5757884510608191
North West,1,1,35-39,25-29,0.2289937380837124,0.12953934763543049,0.33817087797213913
South East,1,1,35-39,25-29,0.09159621282515003,0,0.267412082620187
South West,1,1,35-39,25-29,0.08284583218100952,0,0.26882722789041175
West Midlands,1,1,35-39,25-29,0.33709397127491775,0.14343110060282893,0.6011528276522388
Yorkshire and the Humber,1,1,35-39,25-29,0.21316610995138333,0.07530389169604558,0.3805131801770155
East Midlands,1,1,35-39,30-34,0.25528948476216823,0.07605395429731261,0.48528278941027125
East of England,1,1,35-39,30-34,0.23543125596686387,0.05019047615749279,0.4721262205119327
Greater London,1,1,35-39,30-34,0.2623107223225582,0.12163407747548079,0.43491382571157655
North East,1,1,35-39,30-34,0.4401207132925862,0.22702862365225684,0.6779778605592223
North West,1,1,35-39,30-34,0.5290874579529162,0.3426960994507754,0.7456726657608602
South East,1,1,35-39,30-34,0.2010229295450868,0,0.48572486721536434
South West,1,1,35-39,30-34,0.2046938910007213,0,0.4814333457137289
West Midlands,1,1,35-39,30-34,0.5160350922738758,0.2950504022958664,0.8118391429860244
Yorkshire and the Humber,1,1,35-39,30-34,0.38864650102351805,0.20294966464841666,0.618860136645738
East Midlands,1,1,35-39,35-39,0.4911088232076963,0.125000002708171,1.050085059160532
East of England,1,1,35-39,35-39,0.23888404755573422,0,0.5295104931781995
Greater London,1,1,35-39,35-39,0.4514675543487132,0.14285811022073722,0.8333343517297945
North East,1,1,35-39,35-39,0.5466099367759367,0.22714646511217051,0.9474342251453471
North West,1,1,35-39,35-39,0.4128699919704944,0.2272512868267799,0.6391658729391966
South East,1,1,35-39,35-39,0.20533284426996007,0,0.5384608193440988
South West,1,1,35-39,35-39,0.4084544172347581,0,0.857142862193801
West Midlands,1,1,35-39,35-39,0.5096754976822915,0.21611543618292034,1.059020109547446
Yorkshire and the Humber,1,1,35-39,35-39,0.6948456166130758,0.3179859313002328,1.1334030598799965
East Midlands,1,1,35-39,40-44,0.2536513671947249,0.05875510003784507,0.5623309231848467
East of England,1,1,35-39,40-44,0.1606547479282008,0.029380488041761684,0.3439753050628279
Greater London,1,1,35-39,40-44,0.21913578550964843,0.08112603476131292,0.4072360022221139
North East,1,1,35-39,40-44,0.3453603875696063,0.08180278180696625,0.7930820784062541
North West,1,1,35-39,40-44,0.3530396284738611,0.21204062314379982,0.5288921347299369
South East,1,1,35-39,40-44,0.17745470336137467,0.034674152253253245,0.3734171800083728
South West,1,1,35-39,40-44,0.08267157407374102,0,0.2719146679897225
West Midlands,1,1,35-39,40-44,0.46771690051239906,0.19656031297999246,0.8858517582199463
Yorkshire and the Humber,1,1,35-39,40-44,0.3307862096320547,0.15551316027671733,0.5388260395700945
East Midlands,1,1,35-39,45-49,0.2540919793494494,0,0.7023967782664127
East of England,1,1,35-39,45-49,0.04126165443151641,0,0.15973153030094034
Greater London,1,1,35-39,45-49,0.08835279193350665,0,0.19045633061088643
North East,1,1,35-39,45-49,0.21954254365911954,0.05590512651322656,0.44022091402834057
North West,1,1,35-39,45-49,0.26796605474480084,0.14483785564495455,0.4300334215474059
South East,1,1,35-39,45-49,0.09507539254227154,0,0.25290211865281637
South West,1,1,35-39,45-49,0.07668738901562083,0,0.24811534833141863
West Midlands,1,1,35-39,45-49,0.23336143997528794,0.10158086883507604,0.47868716660090055
Yorkshire and the Humber,1,1,35-39,45-49,0.2349322093713114,0.08902145420004609,0.40620983353801987
East Midlands,1,1,35-39,50-54,0.06974454716789578,0,0.196120210605798
East of England,1,1,35-39,50-54,0.0722104107229713,0,0.17887707187238833
Greater London,1,1,35-39,50-54,0.08500606663738641,0,0.19075066165189625
North East,1,1,35-39,50-54,0.11842008945875215,0,0.2618350591955779
North West,1,1,35-39,50-54,0.16503344689468155,0.08863087801020031,0.26874971607021714
South East,1,1,35-39,50-54,0.072166900070855,0,0.23923104749896987
South West,1,1,35-39,50-54,0.04757363274616886,0,0.2000000033092885
West Midlands,1,1,35-39,50-54,0.2335169877127259,0.09180650104175433,0.44954951201090676
Yorkshire and the Humber,1,1,35-39,50-54,0.10326818708305405,0.017314574474890012,0.2276301290866566
East Midlands,1,1,35-39,55-59,0.1316309300169052,0,0.39484270439254415
East of England,1,1,35-39,55-59,0.05356895626966136,0,0.15105751878735238
Greater London,1,1,35-39,55-59,0.037617102927952915,0,0.12016887584666576
North East,1,1,35-39,55-59,0.08363604068576094,0,0.2248373931667876
North West,1,1,35-39,55-59,0.14132808190378218,0.057022466159889436,0.24192980896934424
South East,1,1,35-39,55-59,0.09807216877379779,0,0.2877693131569919
South West,1,1,35-39,55-59,0.07891698875220196,0,0.25342228305640746
West Midlands,1,1,35-39,55-59,0.12089961241885688,0.030364269699053644,0.2559899397424159
Yorkshire and the Humber,1,1,35-39,55-59,0.13457441722588295,0.023809523876567703,0.2772942327969382
East Midlands,1,1,35-39,60-64,0.20338204954184205,0,0.583333582252873
East of England,1,1,35-39,60-64,0.14441038518642793,0,0.33986247071007625
Greater London,1,1,35-39,60-64,0.03927126301838209,0,0.13521135621204217
North East,1,1,35-39,60-64,0.27203544485957676,0.09855541297938986,0.5045987798569116
North West,1,1,35-39,60-64,0.16993666641363758,0.07191004891751387,0.27996813781220786
South East,1,1,35-39,60-64,0.20417636753615687,0,0.6243435171126676
South West,1,1,35-39,60-64,0.02775675282332452,0,0.1500000247448296
West Midlands,1,1,35-39,60-64,0.13034511696929468,0.02595927133450239,0.28440168096957014
Yorkshire and the Humber,1,1,35-39,60-64,0.16158196217881612,0.062497187358747985,0.27831738039092213
East Midlands,1,1,35-39,65-69,0.22550922231915096,0,0.5769251852738295
East of England,1,1,35-39,65-69,0.1244246119707901,0,0.3786966070900028
Greater London,1,1,35-39,65-69,0.03895591512991448,0,0.1315796857637835
North East,1,1,35-39,65-69,0.06089706827373226,0,0.2379716191800819
North West,1,1,35-39,65-69,0.33527393362455865,0.10165793155821079,0.6697864829359959
South East,1,1,35-39,65-69,0.02890578182685566,0,0.14018109365811904
South West,1,1,35-39,65-69,0.036642933325865414,0,0.2043665094980687
West Midlands,1,1,35-39,65-69,0.02469351414612904,0,0.08504495008878381
Yorkshire and the Humber,1,1,35-39,65-69,0.0829643929504096,0.012147115963122344,0.17415866542400313
East Midlands,1,1,35-39,70-74,0.09379363224625956,0,0.3148081587213614
East of England,1,1,35-39,70-74,0.07438305747601857,0,0.22884972935457015
Greater London,1,1,35-39,70-74,0.029533572728527364,0,0.12500078104774512
North East,1,1,35-39,70-74,0.018973033052532427,0,0.09375148069270656
North West,1,1,35-39,70-74,0.12242018033331137,0.01957431354432518,0.29904174949982437
South East,1,1,35-39,70-74,0.009831395817715576,0,0.083333334730356
South West,1,1,35-39,70-74,0.038941429622958934,0,0.1860384367449326
West Midlands,1,1,35-39,70-74,0.025492665841457842,0,0.08430918258479451
Yorkshire and the Humber,1,1,35-39,70-74,0.0629983634399446,0,0.15484181722553564
East Midlands,1,1,35-39,75+,0.0749598524491726,0,0.3146524707566591
East of England,1,1,35-39,75+,0.0581780272010854,0,0.2778651577317731
Greater London,1,1,35-39,75+,0.010628050515605997,0,0.060059327545329985
North East,1,1,35-39,75+,0.06590650288095423,0,0.3433564424801987
North West,1,1,35-39,75+,0.1149147452271845,0.01136363636363635,0.27088697604974904
South East,1,1,35-39,75+,0.020554199139205812,0,0.13137326877486682
South West,1,1,35-39,75+,0.010538906076829538,0,0.100000001659903
West Midlands,1,1,35-39,75+,0.046150721096290495,0,0.18466505308941644
Yorkshire and the Humber,1,1,35-39,75+,0.07257096684516003,0,0.19682138772814273
East Midlands,1,1,40-44,0-4,0.07839975903733487,0,0.3025331380689671
East of England,1,1,40-44,0-4,0.09354463110649576,0,0.2627474239804071
Greater London,1,1,40-44,0-4,0.0934743725302068,0,0.2566223073468381
North East,1,1,40-44,0-4,0.08358055910574021,0,0.2213149170580878
North West,1,1,40-44,0-4,0.28040154256145877,0.04036822175251687,0.7638317077770637
South East,1,1,40-44,0-4,0.05932810904601157,0,0.22375240043100666
South West,1,1,40-44,0-4,0.17211216875335417,0,0.617587947108612
West Midlands,1,1,40-44,0-4,0.0903615801194979,0,0.2080395531871928
Yorkshire and the Humber,1,1,40-44,0-4,0.13543752061197614,0,0.30389389521081617
East Midlands,1,1,40-44,5-9,0.329809053843401,0.1327598796487187,0.5973026661536089
East of England,1,1,40-44,5-9,0.43084779267689277,0.10472669044921852,0.8141193544291124
Greater London,1,1,40-44,5-9,0.2528840974998006,0.10419375382011911,0.42829043842412773
North East,1,1,40-44,5-9,0.6419757228994148,0.13611927021671177,1.6520127358341783
North West,1,1,40-44,5-9,0.4002680499378806,0.22384142058330764,0.6980078096528286
South East,1,1,40-44,5-9,0.11447206493755445,0,0.2799868498303249
South West,1,1,40-44,5-9,0.25789620554160053,0,0.6671402596071261
West Midlands,1,1,40-44,5-9,0.6915491401196798,0.22941124654878245,1.602119512188453
Yorkshire and the Humber,1,1,40-44,5-9,0.27851311821405556,0.09967243097213878,0.5150888865257834
East Midlands,1,1,40-44,10-14,0.4841075579975296,0.14283042158869227,0.9417797578836474
East of England,1,1,40-44,10-14,0.23946736524570914,0.07623938144000304,0.4277118782208994
Greater London,1,1,40-44,10-14,0.20368583362746928,0.0737026793610869,0.36341387027022537
North East,1,1,40-44,10-14,0.669090631459164,0.12659967796592086,1.8754743435514558
North West,1,1,40-44,10-14,0.3097224257498788,0.15156082138201019,0.5620254486205577
South East,1,1,40-44,10-14,0.4116731848967326,0.17328755775700067,0.6987291816949951
South West,1,1,40-44,10-14,0.2829243651431555,0,0.6277811868379024
West Midlands,1,1,40-44,10-14,0.3129013276578572,0.16471329721464878,0.5093953627623903
Yorkshire and the Humber,1,1,40-44,10-14,0.4297251636460227,0.25767881010856736,0.6156947716753806
East Midlands,1,1,40-44,15-19,0.18448049723453216,0,0.42647722995359133
East of England,1,1,40-44,15-19,0.24686716655431037,0.07885782487858962,0.44857122189866255
Greater London,1,1,40-44,15-19,0.13679679970593636,0.024981738276742205,0.26777389328508294
North East,1,1,40-44,15-19,0.37674571606626295,0.11111457416155,0.7253782051769535
North West,1,1,40-44,15-19,0.25872523911958056,0.1400271598167322,0.3911696500768359
South East,1,1,40-44,15-19,0.2441634688742813,0.07893743514126378,0.4456103202960841
South West,1,1,40-44,15-19,0.09905924446240377,0,0.3271837493587436
West Midlands,1,1,40-44,15-19,0.33992798431200677,0.12849161759013816,0.6045533066495761
Yorkshire and the Humber,1,1,40-44,15-19,0.24377942073092956,0.10249474509889858,0.40585769679149886
East Midlands,1,1,40-44,20-24,0.21012320082487185,0,0.5673010379027026
East of England,1,1,40-44,20-24,0.09998483282943518,0,0.2506078984817418
Greater London,1,1,40-44,20-24,0.1253710360798233,0.01973767403698422,0.2987170111573352
North East,1,1,40-44,20-24,0.27215970585884747,0.05000273872334099,0.5440523553720957
North West,1,1,40-44,20-24,0.16061410410126314,0.05980200724255715,0.29207174255467033
South East,1,1,40-44,20-24,0.20613346420884832,0.03839285715430892,0.44790100181652764
South West,1,1,40-44,20-24,0.09140661602069905,0,0.5214857686513914
West Midlands,1,1,40-44,20-24,0.2660893387722148,0.1106695961280782,0.44356123820956256
Yorkshire and the Humber,1,1,40-44,20-24,0.3133808979268322,0.09844645225484308,0.5742652112744151
East Midlands,1,1,40-44,25-29,0.22252899276101165,0,0.7373309472682953
East of England,1,1,40-44,25-29,0.09395083157129405,0,0.28643618910138685
Greater London,1,1,40-44,25-29,0.15548401494563532,0.03846153859981941,0.3188811447636298
North East,1,1,40-44,25-29,0.24487002622279722,0.02777777778414785,0.6200192533680263
North West,1,1,40-44,25-29,0.21929918918327507,0.0925183067623126,0.36857603903174363
South East,1,1,40-44,25-29,0.046723622028275326,0,0.18871896345253675
South West,1,1,40-44,25-29,0.09175296844922265,0,0.31036567232957457
West Midlands,1,1,40-44,25-29,0.30741028346891547,0.09962209119007334,0.5782902725572189
Yorkshire and the Humber,1,1,40-44,25-29,0.19441530070853336,0.07080171259786494,0.34322439335798427
East Midlands,1,1,40-44,30-34,0.22155021998944516,0.035758919829514325,0.4461260671763596
East of England,1,1,40-44,30-34,0.22042574589193176,0.03125000017357885,0.47261696609194565
Greater London,1,1,40-44,30-34,0.19274928696676605,0.05176778089013463,0.3770929736105914
North East,1,1,40-44,30-34,0.3081929769481896,0.09794243171340622,0.6471134367035157
North West,1,1,40-44,30-34,0.392091393799326,0.22196252258912666,0.6127620751337176
South East,1,1,40-44,30-34,0.08579307811980293,0,0.2757867977880872
South West,1,1,40-44,30-34,0.0783879943427397,0,0.2772181346735819
West Midlands,1,1,40-44,30-34,0.3080057305910064,0.12431098195728678,0.5367679347236282
Yorkshire and the Humber,1,1,40-44,30-34,0.21993168592526868,0.06926033538503137,0.4016456437858423
East Midlands,1,1,40-44,35-39,0.28265717648849414,0.06547392535143286,0.6266351833916022
East of England,1,1,40-44,35-39,0.17827901004973526,0.03260360736555555,0.3817103301270819
Greater London,1,1,40-44,35-39,0.24113346734716284,0.08926977402903703,0.4481158977117026
North East,1,1,40-44,35-39,0.39535181657641383,0.09364385596153503,0.9078818870879225
North West,1,1,40-44,35-39,0.398091182304666,0.2390992272704116,0.5963843099893475
South East,1,1,40-44,35-39,0.19683771502635622,0.0384615384699459,0.41420476928554856
South West,1,1,40-44,35-39,0.09121423784995943,0,0.3000123014324619
West Midlands,1,1,40-44,35-39,0.5128422021218048,0.2155244414900894,0.9713186885940771
Yorkshire and the Humber,1,1,40-44,35-39,0.3753475206618582,0.17646285558604363,0.6114130883680123
East Midlands,1,1,40-44,40-44,0.47985359162628016,0.0909090915653608,0.9999885809681971
East of England,1,1,40-44,40-44,0.4250169900865521,0.111111111304016,0.8336540913013162
Greater London,1,1,40-44,40-44,0.28900939404052506,0.0625000003471577,0.6363636574468098
North East,1,1,40-44,40-44,0.3608242990212801,0.0500000000564407,0.9233339644274302
North West,1,1,40-44,40-44,0.6284556192650955,0.3225176900653642,1.0000010985997962
South East,1,1,40-44,40-44,0.32358111780602183,0.0769230769398918,0.6252841042248766
South West,1,1,40-44,40-44,0.20188344022686028,0,0.6666666682306109
West Midlands,1,1,40-44,40-44,0.7976008824156686,0.25000000680592027,1.466666983700537
Yorkshire and the Humber,1,1,40-44,40-44,0.29411566435489167,0.06656250044577666,0.6191972728559719
East Midlands,1,1,40-44,45-49,0.20179527502170763,0.0357142858444667,0.4476477464364531
East of England,1,1,40-44,45-49,0.2518650195199831,0.0782573130548694,0.45574532257481937
Greater London,1,1,40-44,45-49,0.16099249476697608,0.03252205883158119,0.34274209326504895
North East,1,1,40-44,45-49,0.3711913798750759,0.13614716452178266,0.7374755718742898
North West,1,1,40-44,45-49,0.2650503800990037,0.11821905212574081,0.451421925257002
South East,1,1,40-44,45-49,0.14228412746277241,0,0.2951404566084127
South West,1,1,40-44,45-49,0.13344990440797802,0,0.3554427442990826
West Midlands,1,1,40-44,45-49,0.3350068490311301,0.14102455139243167,0.5679035690595985
Yorkshire and the Humber,1,1,40-44,45-49,0.24762588049406134,0.10891189658060883,0.4282787597047744
East Midlands,1,1,40-44,50-54,0.09249087117826059,0,0.22163493687314903
East of England,1,1,40-44,50-54,0.12568510476583905,0,0.28581389776527943
Greater London,1,1,40-44,50-54,0.14026699163699247,0,0.34402232844626157
North East,1,1,40-44,50-54,0.24601615752629566,0.03612401281456,0.6005212832405075
North West,1,1,40-44,50-54,0.19707688214118346,0.09519410712215295,0.3336100014748751
South East,1,1,40-44,50-54,0.13775356329010557,0,0.32891064716248514
South West,1,1,40-44,50-54,0.09559031422699736,0,0.27762103432578883
West Midlands,1,1,40-44,50-54,0.23250881481957597,0.08408824421026788,0.4258456859255648
Yorkshire and the Humber,1,1,40-44,50-54,0.13178514685683462,0.03925144614953923,0.2549728433107993
East Midlands,1,1,40-44,55-59,0.12518856968465406,0,0.337024474217632
East of England,1,1,40-44,55-59,0.07945597184091752,0,0.22754348828526813
Greater London,1,1,40-44,55-59,0.07168417769054534,0,0.21040433898773497
North East,1,1,40-44,55-59,0.1700023603747441,0,0.45109981104580077
North West,1,1,40-44,55-59,0.1351013201768379,0.04132507780120414,0.25927776250990375
South East,1,1,40-44,55-59,0.03728997585436888,0,0.16804711814381357
South West,1,1,40-44,55-59,0.051829559496193785,0,0.18981127642357729
West Midlands,1,1,40-44,55-59,0.12805603557789141,0.01977573715738656,0.2643552774566922
Yorkshire and the Humber,1,1,40-44,55-59,0.0991040046585502,0,0.2276327736374668
East Midlands,1,1,40-44,60-64,0.10859983003431192,0,0.2515829552031144
East of England,1,1,40-44,60-64,0.11303824606971101,0,0.318215241094039
Greater London,1,1,40-44,60-64,0.0763008662206787,0,0.26464686811505
North East,1,1,40-44,60-64,0.22075873319769704,0,0.5757988687385259
North West,1,1,40-44,60-64,0.10498177047942804,0.031083296509004467,0.19940740623036432
South East,1,1,40-44,60-64,0.15726023256913335,0,0.46376472986846135
South West,1,1,40-44,60-64,0.07582516081602839,0,0.2879941746731095
West Midlands,1,1,40-44,60-64,0.267187475498499,0.08539211748381738,0.4988776782825852
Yorkshire and the Humber,1,1,40-44,60-64,0.12895251839698332,0.04128043586082653,0.24132172926340678
East Midlands,1,1,40-44,65-69,0.13649883559210646,0,0.32132488115486246
East of England,1,1,40-44,65-69,0.04112644951410624,0,0.14671286273620093
Greater London,1,1,40-44,65-69,0.12883896601941724,0,0.47022297914165245
North East,1,1,40-44,65-69,0.26279918111774647,0,0.8893827017987948
North West,1,1,40-44,65-69,0.10907594242885522,0,0.33885082915001385
South East,1,1,40-44,65-69,0.03819562664584295,0,0.13644207672730094
South West,1,1,40-44,65-69,0.051873615500515446,0,0.2423467058161355
West Midlands,1,1,40-44,65-69,0.14313859104873505,0,0.2980157433398167
Yorkshire and the Humber,1,1,40-44,65-69,0.03884904985299192,0,0.11080696729101575
East Midlands,1,1,40-44,70-74,0.046837972156402063,0,0.16109448234241797
East of England,1,1,40-44,70-74,0.016788776762891294,0,0.11680492204355473
Greater London,1,1,40-44,70-74,0.10778508579946817,0,0.35186702519707397
North East,1,1,40-44,70-74,0.2747698032983883,0,1.0143800080966936
North West,1,1,40-44,70-74,0.06229417083637699,0.01095421835420474,0.14590165603961092
South East,1,1,40-44,70-74,0.04495637935223645,0,0.14637843326679392
South West,1,1,40-44,70-74,0.0564127799879748,0,0.21894471016124048
West Midlands,1,1,40-44,70-74,0.03452505358559249,0,0.11651915004032189
Yorkshire and the Humber,1,1,40-44,70-74,0.07783286038988586,0,0.18454027451676344
East Midlands,1,1,40-44,75+,0.04247657038761374,0,0.23838920646401004
East of England,1,1,40-44,75+,0.02481688211371646,0,0.22988196104543943
Greater London,1,1,40-44,75+,0.08934016736640593,0,0.3043499945888051
North East,1,1,40-44,75+,0.26169937865058607,0,0.7916666607634814
North West,1,1,40-44,75+,0.10127130159993225,0,0.29716010706251844
South East,1,1,40-44,75+,0.03540361855464506,0,0.18335124909076841
South West,1,1,40-44,75+,0.029435709823358268,0,0.1428571439649975
West Midlands,1,1,40-44,75+,0.05453634966298736,0,0.19428566022186106
Yorkshire and the Humber,1,1,40-44,75+,0.02581383762383165,0,0.126370911429724
East Midlands,1,1,45-49,0-4,0.14339412471971866,0,0.4842486318839488
East of England,1,1,45-49,0-4,0.06533855666068493,0,0.24969881316213288
Greater London,1,1,45-49,0-4,0.07000124266409723,0,0.19936981825138292
North East,1,1,45-49,0-4,0.03801091404063534,0,0.16493079083437687
North West,1,1,45-49,0-4,0.2428588533645586,0.046783848127080814,0.5601150941959153
South East,1,1,45-49,0-4,0.05658396263775587,0,0.18181822495893132
South West,1,1,45-49,0-4,0.02834093610521418,0,0.20011648671116267
West Midlands,1,1,45-49,0-4,0.1486361125111356,0.04542589222218939,0.2867165037082865
Yorkshire and the Humber,1,1,45-49,0-4,0.08896912779557146,0,0.259131562417975
East Midlands,1,1,45-49,5-9,0.14712299937882745,0,0.38583075145780904
East of England,1,1,45-49,5-9,0.21344962590539954,0,0.45693738791303806
Greater London,1,1,45-49,5-9,0.20464576101853119,0.07717108439547017,0.34912672444494397
North East,1,1,45-49,5-9,0.22438453932360775,0.07140625463092622,0.39120580339929456
