Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
1,2,70-79,18-25,0.1011609063724815,0.03533287474156568,0.20024610696964107
1,2,70-79,26-34,0.072177803429392,0.030711039295160586,0.13444129714630298
1,2,70-79,35-49,0.11442168973182336,0.06203450006896245,0.18754434119961202
1,2,70-79,5-11,0.06151552760384524,0.02397228593248111,0.10982457631308853
1,2,70-79,50-69,0.18051771059688845,0.11246782257484432,0.2658426429126115
1,2,70-79,70-79,0.16062274351609848,0.08465724964968564,0.26379179504531114
1,2,70-79,80+,0.09606048847237832,0.022219232396130113,0.19321514420892183
1,2,80+,0-4,0.016244701267824478,0,0.100001392953802
1,2,80+,12-17,0.023359058400936338,0,0.07637282807440261
1,2,80+,18-25,0.0703123031271745,0.009431089928528024,0.17633413624436367
1,2,80+,26-34,0.04970366845977245,0.007609104796550021,0.14271114008411134
1,2,80+,35-49,0.07932380721988688,0.013699019810249536,0.20605096058818478
1,2,80+,5-11,0.029141449075264447,0,0.09004344412130015
1,2,80+,50-69,0.21394152722174822,0.08190015452264494,0.42315979069364285
1,2,80+,70-79,0.14634877920255024,0.03194571557812305,0.35469071946302577
1,2,80+,80+,0.16313072417837957,0.02353625180061058,0.3728387952741974
1,3,0-4,0-4,0.25861882107296325,0.15663355357673658,0.37371524145051943
1,3,0-4,12-17,0.0768706826580796,0.03961069027676786,0.12112044894680445
1,3,0-4,18-25,0.12283209876092521,0.05829348642586759,0.21596148159708442
1,3,0-4,26-34,0.18477055293583186,0.11354515201443165,0.2778698456499142
1,3,0-4,35-49,0.2052042978872323,0.12424261359982801,0.29710403620788745
1,3,0-4,5-11,0.2219984583842455,0.1474191800631935,0.30739510686440286
1,3,0-4,50-69,0.1780440274181899,0.09537171528058239,0.2901080302220297
1,3,0-4,70-79,0.03437126923001685,0.0053163785483941375,0.0806488426152199
1,3,0-4,80+,0.019816531191715097,0,0.07629556428982995
1,3,12-17,0-4,0.053880777677306625,0.028162919406795855,0.08180445240053144
1,3,12-17,12-17,0.6225806058312413,0.45710920959777634,0.7940948535214382
1,3,12-17,18-25,0.12748997463370731,0.06875566223280671,0.21335011092347786
1,3,12-17,26-34,0.11277524803448305,0.073827629583328655,0.15724040651972043
1,3,12-17,35-49,0.2306866118614732,0.16058383651296113,0.3150779754838625
1,3,12-17,5-11,0.15673849162518785,0.10877809002132108,0.21166740986474764
1,3,12-17,50-69,0.12709200697926376,0.08242947840265043,0.18236722417288806
1,3,12-17,70-79,0.035291261598968865,0.013696631322604874,0.0621286432731165
1,3,12-17,80+,0.00812961292124038,0,0.024960131554356817
1,3,18-25,0-4,0.052236856178510836,0.024764595920592596,0.08776953092126111
1,3,18-25,12-17,0.1028687362289302,0.060506720639546784,0.15365155534559932
1,3,18-25,18-25,0.3527598415551493,0.26884989105142454,0.4534848054929338
1,3,18-25,26-34,0.25432686057201265,0.18892179133753398,0.3266689653534989
1,3,18-25,35-49,0.22731676986752444,0.17055700568996943,0.29195771066134896
1,3,18-25,5-11,0.07139631735586997,0.04212715047874067,0.10496967736785076
1,3,18-25,50-69,0.19221362797077782,0.12985291729290738,0.27191953411079295
1,3,18-25,70-79,0.04940093028904618,0.022129282411217983,0.09056790664195556
1,3,18-25,80+,0.02439302783404584,0.00502512562920645,0.05222239048414599
1,3,26-34,0-4,0.07542440121734065,0.04486228426033745,0.11802718306180479
1,3,26-34,12-17,0.06356129462705519,0.04083215112606068,0.09434749110158754
1,3,26-34,18-25,0.1807943496393335,0.13257364848252115,0.23831711303361874
1,3,26-34,26-34,0.34659598647335016,0.28379632443490355,0.4156938022039529
1,3,26-34,35-49,0.27488559687422504,0.2190999989602333,0.3345619993632373
1,3,26-34,5-11,0.09000580297603174,0.06188209049655092,0.12097951257222637
1,3,26-34,50-69,0.2000506680623884,0.15138952503954722,0.25424084505172306
1,3,26-34,70-79,0.027755634997927645,0.011472468780540332,0.04596436098747655
1,3,26-34,80+,0.011282802873479625,0.00168918918918919,0.0248235743116106
1,3,35-49,0-4,0.05115747496103807,0.02987545168977863,0.07702209552766075
1,3,35-49,12-17,0.07851422624734596,0.052586385012343834,0.10911236055569222
1,3,35-49,18-25,0.11315212213008458,0.08319055648561167,0.15002940261333864
1,3,35-49,26-34,0.19081011281702667,0.15195086499683605,0.2323314641348041
