Region,Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
East Midlands,1,4,70-79,26-34,0.061613692706789285,0,0.25272488796889325
East Midlands,1,4,70-79,35-49,0.10736836390079266,0,0.31426793046682616
East Midlands,1,4,70-79,5-11,0.014950998348385805,0,0.09277226212256239
East Midlands,1,4,70-79,50-69,0.17566030634861576,0,0.5638460894235344
East Midlands,1,4,70-79,70-79,0.4111538963145883,0,1.570692497145152
East Midlands,1,4,70-79,80+,0.07978495999031544,0,0.5000000043653463
East Midlands,1,4,80+,0-4,0.03823346664669246,0,0.50000010898348
East Midlands,1,4,80+,12-17,0.015569887972461682,0,0.13675623951295618
East Midlands,1,4,80+,18-25,0.04689304277264131,0,0.23917328863804516
East Midlands,1,4,80+,26-34,0.048834734130393256,0,0.2365807045355915
East Midlands,1,4,80+,35-49,0.060629749879601916,0,0.22921680588871868
East Midlands,1,4,80+,5-11,0.009412998799454852,0,0.08964469362923655
East Midlands,1,4,80+,50-69,0.08441085938440207,0,0.33006405081912726
East Midlands,1,4,80+,70-79,0.4673132705258943,0,1.6824820269219507
East Midlands,1,4,80+,80+,0.06204052284734668,0,0.594710816958453
East Midlands,1,5,0-4,0-4,0.5021379733448583,0,2.2059684245619833
East Midlands,1,5,0-4,12-17,0.18463136937123595,0,0.6056012886395147
East Midlands,1,5,0-4,18-25,0.1752288417989152,0,0.5819516633727734
East Midlands,1,5,0-4,26-34,0.12349798934249764,0,0.50000000007865
East Midlands,1,5,0-4,35-49,0.3200695495046157,0,0.8772796157590228
East Midlands,1,5,0-4,5-11,0.21132289885729577,0,0.7151134358235764
East Midlands,1,5,0-4,50-69,0.1727209972336775,0,0.6032244419425613
East Midlands,1,5,0-4,70-79,0.022536980045023993,0,0.14991096690592057
East Midlands,1,5,0-4,80+,0.06219284249849308,0,0.5287958379112734
East Midlands,1,5,12-17,0-4,0.06836239698025796,0,0.25043075259643366
East Midlands,1,5,12-17,12-17,1.4347569870156218,0.26999757852553186,3.3147049720619215
East Midlands,1,5,12-17,18-25,0.2591693294370258,0,0.7945678963480503
East Midlands,1,5,12-17,26-34,0.0906436842492361,0,0.291320089173941
East Midlands,1,5,12-17,35-49,0.38855148891010155,0.07852323186022947,0.9045588085483309
East Midlands,1,5,12-17,5-11,0.33065786837509253,0.033333333557486,0.8539504201041767
